id,family,language,source,page,year_of_occurrence,village_in_source,village,latitude,longitude,text_type,original,translation_Russian,translation_English,modal_marker,marker disamb,constr_type,copula_or_retr,complement,complement_form,inf_postposition,use,modal_or_non-modal,semantics,mod_type_vAP,mod_type_descriptive,negation_expressed,negation_scope,question,question_type,question_emb,overt_A_S,A_S_case,P_argument,P_number,P_overt,P_case,indexing,animacy,counted_in_corpus,counted_in_subcorpus,im_personality,rule or strategy,speaker info,dialect
tat109,Turkic,Tatar,Tatar dialectology,999,NA,Пүчинкә,Починки,57.955556,52.265556,spontaneous,"Нихак салған wақытта берқайда да бәйләгән қалмасын, бар да сүтелеп тыра. ","Когда никях читают, чтобы нигде ничего не было завязано — всё должно быть развязано.",NA,juss,juss,,NA,VP,form,,predicate,modal,juss,,,0,,no,,,0,no,,,,,,,,,,,"Сөйләүче: Бикмансурова Гөлбикә Сәлах кызы, 1924 елгы.
Юкамен районы Пүчинкә авылы. 1992 ел",
tat110,Turkic,Tatar,Tatar dialectology,999,NA,Пүчинкә,Починки,57.955556,52.265556,spontaneous,"Ни дийэм, сийә келке, мулла бар ич, дийэм.","Думаю: что говорить — смеяться хочется, а мулла ведь тут.",NA,hort,hort,imp,NA,VP,form,,predicate,modal,necessity,,,0,,yes,del,indir,0,no,,,,,,,,,,,"Сөйләүче: Бикмансурова Гөлбикә Сәлах кызы, 1924 елгы.
Юкамен районы Пүчинкә авылы. 1992 ел",
tat111,Turkic,Tatar,Tatar dialectology,999,NA,Дасис,Засеково,57.853889,52.425833,spontaneous,"очрашмай, сүләшмәй булмас, диде. ","«Без общения жить нельзя», — сказал.",NA,pot neg,pot neg,,NA,VP,cvb,,predicate,modal,possibility,,,0,,no,,,0,no,,,,,,,,,,,Глазов районы Дасис авылы. 1990 ел,
tat112,Turkic,Tatar,Tatar dialectology,999,NA,Дасис,Засеково,57.853889,52.425833,spontaneous," Ал қода қыз йақта, ал қода кийәүнең булма тийеш. ","Передний сват — со стороны девушки, он должен быть без жениха.",NA,tiješ,tiješ,pers,NA,VP,inf_ma,,predicate,modal,necessity,,,0,,no,,,1,nom,,,,,,hum,,,,,Глазов районы Дасис авылы. 1990 ел,
tat113,Turkic,Tatar,Tatar dialectology,999,NA,Дасис,Засеково,57.853889,52.425833,spontaneous,"Қызның байы (өлеше) бирәсин, қаз, кемнең нийе бар","Долю девушки надо отдать: гуся, у кого что есть.",NA,2sg,2sg,,NA,VP,form,,predicate,non-modal,prs/hab,,,0,,no,,,0,no,,,,,,,,,,,Глазов районы Дасис авылы. 1990 ел,
tat114,Turkic,Tatar,Tatar dialectology,999,NA,Татар Парҗысы,Татарские Парзи,58.002778,52.7125,spontaneous,"Соңра колхоз, ашлық уңды, аны тартмаға барасың, мондан дүрт чақрым йәйәү арқаға кийеп тегермэн тартма бардық та, бер дә тарталмадық. ","Нужно было ехать молоть: отсюда четыре километра пешком — на спине, с мешком, шли к мельнице, но так и не смогли смолоть. ",NA,2sg,2sg,,NA,VP,form,,predicate,non-modal,prs/hab,,,0,,no,,,0,no,,,,,,,,,,,Сөйләүче: Бузикова Таифә Гайнан кызы. 1929 елгы. Глазов районы Татар Парҗысы авылы,
tat115,Turkic,Tatar,Tatar dialectology,999,NA,Иске Мостяк,Старый Мостяк,52.6975,47.410556,spontaneous,Анда барырга йарамый. Бөгөн дә баталар анда.,Туда ходить нельзя — и сейчас там тонут.,NA,йара,йара,jora,NA,VP,inf_rga,,predicate,modal,necessity,,,1,NEC NEG,no,,,0,no,,,,,,,,,,,"Сөйләүче: Ганиев Марат Исхак улы (1936), Ганиева Мөнирә Якуп кызы (1937). Иске Кулаткы районы Иске Мостяк авылы",
tat116,Turkic,Tatar,Tatar dialectology,999,NA,Атлаш,Старый Атлаш,52.787778,47.306944,spontaneous,"Тапкач ук, бирергә кирәк. ","Как только найдёшь, обязательно нужно отдать.",NA,kiräk,kiräk,need,NA,VP,inf_rga,no,predicate,modal,necessity,,,0,,no,,,0,no,,,,,,,,,,,Сөйләүче: Хөснетдинова Тәнзилә Солтан кызы (1931). Иске Кулаткы районы Атлаш авылы,
tat117,Turkic,Tatar,Tatar dialectology,999,NA,Атлаш,Старый Атлаш,52.787778,47.306944,spontaneous,Коро йылгага инде җийәү барырга кирәк. ,А к Коры елге нужно идти с зятем.,NA,kiräk,kiräk,need,NA,VP,inf_rga,no,predicate,modal,necessity,,,0,,no,,,0,no,,,,,,,,,,,Сөйләүче: Хөснетдинова Тәнзилә Солтан кызы (1931). Иске Кулаткы районы Атлаш авылы,
tat118,Turkic,Tatar,Tatar dialectology,999,NA,Урта Терешка,Средняя Терешка,52.889444,47.518889,spontaneous,"Пымадур үстерә, йөз чиләк су ташырга должен син.",Выращивали помидоры — и ты обязан был натаскать сто вёдер воды. ,NA,должен,должен,pers,NA,VP,inf_rga,,predicate,modal,necessity,,,0,,no,,,1,nom,,,,,,hum,,,,,Сөйләүче: Бикбаева Гөлҗиһан Имат кызы (1930). Иске Кулаткы районы Урта Терешка авылы,
tat119,Turkic,Tatar,Tatar dialectology,999,NA,Урта Терешка,Средняя Терешка,52.889444,47.518889,spontaneous," Барасың эшкә, обедка тике йөз чиләк су инештән алып куйарга кирәк шул пымадурларга. ","Идёшь на работу, а до обеда обязательно надо было принести из оврага сто вёдер воды для помидоров. ",NA,kiräk,kiräk,need,NA,VP,inf_rga,no,predicate,modal,necessity,,,0,,no,,,0,no,,,,,,,,,,,Сөйләүче: Бикбаева Гөлҗиһан Имат кызы (1930). Иске Кулаткы районы Урта Терешка авылы,
tat120,Turkic,Tatar,Tatar dialectology,999,NA,Урта Терешка,Средняя Терешка,52.889444,47.518889,spontaneous,"Шуны ман- тыклыйсын, җийасын. ",". Её нужно было пропалывать, убирать",NA,2sg,2sg,,NA,VP,form,,predicate,non-modal,prs/hab,,,0,,no,,,0,no,,,,,,,,,,,Сөйләүче: Байбикова Рәсимә Абдулкадыйр кызы (1947). Иске Кулаткы районы Урта Терешка авылы,
tat121,Turkic,Tatar,Tatar dialectology,999,NA,Кирюшкино,Кирюшкино,52.905556,47.639444,spontaneous,"Кабактан (капкадан) чыгарга йук иде, ди, әнәй ат'ә.",Мать говорила: нельзя было выходить за ворота.,NA,INF + EXIST,INF + EXIST,inf,NA,VP,form,,predicate,modal,necessity,,,1,NEC NEG,no,,,0,no,,,,,,,,,,," Сөйләүче: Кысаева Нурия (1942), Иске Кулаткы районы Кирюшкино авылы",
tat122,Turkic,Tatar,Tatar dialectology,999,NA,Кирюшкино,Кирюшкино,52.905556,47.639444,spontaneous,"Коргычлар кирәк бетен ызбаларга, тәрдәләргә. ","Занавески нужны были во все дома, на окна. ",NA,kiräk,kiräk,,NA,NP,N,,predicate,non-modal,need,,,0,,no,,,0,no,,,,,,,,,,,"Сөйләүчеләр: Хабушева Гөлҗиһан Абдулла кызы (1943), Бикмәтова Айсылу Хөсәен кызы(1946). Иске Кулаткы районы Кирюшкино авылы",
tat123,Turkic,Tatar,Tatar dialectology,999,NA,Кирюшкино,Кирюшкино,52.905556,47.639444,spontaneous,Кроват'не кийендерергә кирәк инде. ,"Нужно было «одеть» кровать — простыни, покрывала.",NA,kiräk,kiräk,need,NA,VP,inf_rga,no,predicate,modal,necessity,,,0,,no,,,0,no,,,,,,,,,,,"Сөйләүчеләр: Хабушева Гөлҗиһан Абдулла кызы (1943), Бикмәтова Айсылу Хөсәен кызы(1946). Иске Кулаткы районы Кирюшкино авылы",
tat124,Turkic,Tatar,Tatar dialectology,999,NA,Кирюшкино,Кирюшкино,52.905556,47.639444,spontaneous,Кан'ага күлмәкне бирергә кирәк йахшысын. ,"Свекрови обязательно нужно было подарить хорошее платье, шаль, на ноги — калоши. ",NA,kiräk,kiräk,need,NA,VP,inf_rga,no,predicate,modal,necessity,,,0,,no,,,0,no,,,,,,,,,,,"Сөйләүчеләр: Хабушева Гөлҗиһан Абдулла кызы (1943), Бикмәтова Айсылу Хөсәен кызы(1946). Иске Кулаткы районы Кирюшкино авылы",
tat125,Turkic,Tatar,Tatar dialectology,999,NA,Кирюшкино,Кирюшкино,52.905556,47.639444,spontaneous,Кызны килештерергә кирәк. , Нужно было «согласовать» невесту — взять согласие у родителей. ,NA,kiräk,kiräk,need,NA,VP,inf_rga,no,predicate,modal,necessity,,,0,,no,,,0,no,,,,,,,,,,,"Сөйләүчеләр: Хабушева Гөлҗиһан Абдулла кызы (1943), Бикмәтова Айсылу Хөсәен кызы(1946). Иске Кулаткы районы Кирюшкино авылы",
tat126,Turkic,Tatar,Tatar dialectology,999,NA,Кирюшкино,Кирюшкино,52.905556,47.639444,spontaneous,Әти- әнисеннән ризалык алырга кирәк., Нужно было «согласовать» невесту — взять согласие у родителей. ,NA,kiräk,kiräk,need,NA,VP,inf_rga,no,predicate,modal,necessity,,,0,,no,,,0,no,,,,,,,,,,,"Сөйләүчеләр: Хабушева Гөлҗиһан Абдулла кызы (1943), Бикмәтова Айсылу Хөсәен кызы(1946). Иске Кулаткы районы Кирюшкино авылы",
tat127,Turkic,Tatar,Tatar dialectology,999,NA,Яңа Зимичә,Новые Зимницы,52.673333,47.558611,spontaneous,Ни дә әт'мәскә кирәк. ,Ничего нельзя было говорить.,NA,kiräk,kiräk,need,NA,VP,inf_masqa,no,predicate,modal,necessity,,,0,,no,,,0,no,,,,,,,,,,,"Сөйләүчеләр: Абитова Нурҗиһан Хәлил кызы (1946), Забирова Разия Усман кызы (1941). Иске Кулаткы районы Яңа Зимичә авылы",
tat128,Turkic,Tatar,Tatar dialectology,999,NA,Яңа Зимичә,Новые Зимницы,52.673333,47.558611,spontaneous," Тынычлык булмаса, ват әт'әләр: йорт анасына азык куй. ","Если в доме нет покоя, говорят: надо накормить йорт анасы. ",NA,imp,imp,,NA,VP,form,,predicate,non-modal,imp,,,0,,no,,,0,no,,,,,,,,,,,"Сөйләүчеләр: Абитова Нурҗиһан Хәлил кызы (1946), Забирова Разия Усман кызы (1941). Иске Кулаткы районы Яңа Зимичә авылы",
tat129,Turkic,Tatar,Tatar dialectology,999,NA,Атлаш,Атлаш,52.787778,47.306944,spontaneous,"Әле бәрәсең дә шул кл'укка, тийерсә (тидерсә) – тиз генә чабышып, тегесе тиз генә алып китсә, шул караулчы, монда китереп куйса, мин караул- га калам. ",Нужно было ударить по этому «кл’уку»: если попадёшь — надо быстро убежать. ,NA,prs,prs,,NA,VP,form,,predicate,non-modal,prs/hab,,,0,,no,,,0,no,,,,,,,,,,, Сөйләүче: Хөснетдинова Тәнзилә Солтан кызы (1931). Иске Кулаткы районы Атлаш авылы ,
tat130,Turkic,Tatar,Tatar dialectology,999,NA,Атлаш,Атлаш,52.787778,47.306944,spontaneous, Тегеләргә икесенә вата бу уголдан бу угол- га күчеп йөрергә кирәк. ,Двум другим нужно было бегать из угла в угол. ,NA,kiräk,kiräk,need,NA,VP,inf_rga,no,predicate,modal,necessity,,,0,,no,,,1,dat,,,,,,hum,,,,, Сөйләүче: Хөснетдинова Тәнзилә Солтан кызы (1931). Иске Кулаткы районы Атлаш авылы ,
tat131,Turkic,Tatar,Tatar dialectology,999,NA,Атлаш,Атлаш,52.787778,47.306944,spontaneous,Качкан кешеләр чык- мий бул'ше.,Убегающим нельзя было выходить. ,NA,prs,prs,,NA,VP,form,,predicate,non-modal,prs/hab,,,0,,no,,,1,nom,,,,,,,,,,, Сөйләүче: Хөснетдинова Тәнзилә Солтан кызы (1931). Иске Кулаткы районы Атлаш авылы ,
tat132,Turkic,Tatar,Tatar dialectology,999,NA,Яңа Зимичә,Новые Зимницы,52.673333,47.558611,spontaneous,Чапка иткән кеше тытырга тийеш.,"Тот, кто начинал бег, должен был ловить.",NA,tiješ,tiješ,pers,NA,VP,inf_rga,,predicate,modal,necessity,,,0,,no,,,1,nom,,,,,,hum,,,,,Сөйләүче: Забирова Разия Усман кызы (1941). Иске Кулаткы районы Яңа Зимичә авылы,
tat133,Turkic,Tatar,Tatar dialectology,999,NA,Нугай иле,Нагаево,54.181389,46.723611,spontaneous,Аны ул кат'кынчы саклап тотасын., Его солдат должен был сохранить — клали в сундук или на полку. ,NA,2sg,2sg,,NA,VP,form,,predicate,non-modal,prs/hab,,,0,,no,,,0,no,,,,,,,,,,,Сөйләүче: Хабибуллова Сания Кәрим кызы (1935). Карсун районы Нугай иле авылы,
tat134,Turkic,Tatar,Tatar dialectology,999,NA,Аксу (Голышевка),Аксу (Голышевка),54.275278,46.66,spontaneous,"Шунда сүләшәләр: туй ничек була, кач'ан ник'ах укырга.","Там обсуждали, как будет проходить свадьба и когда читать никах.",NA,INF,INF,inf,NA,VP,form,,predicate,modal,necessity,,,0,,yes,del,indir,0,no,,,,,,,,,,,Сөйләүче: Кафиятуллова Мәстүрә Ибраһим кызы (1939). Карсун районы Аксу (Голышевка) авылы ,
tat135,Turkic,Tatar,Tatar dialectology,999,NA,Нугай иле,Нагаево,54.181389,46.723611,spontaneous,Кирсенчә кийаш иңгән йактан йуарга кирәк. ,"Мыть нужно с той стороны, откуда зашло солнце.",NA,kiräk,kiräk,need,NA,VP,inf_rga,no,predicate,modal,necessity,,,0,,no,,,0,no,,,,,,,,,,,Сөйләүче: Вәлиуллова Таибә Кашап кызы (1942). Карсун районы Нугай иле авылы,
tat136,Turkic,Tatar,Tatar dialectology,999,NA,Нугай иле,Нагаево,54.181389,46.723611,spontaneous,Койаш иңгән wакытта ыланны йыклатырга йарамый.,Во время захода солнца нельзя было укладывать ребёнка спать,NA,йара,йара,jora,NA,VP,inf_rga,,predicate,modal,necessity,,,1,NEC NEG,no,,,0,no,,,,,,,,,,,Сөйләүче: Вәлиуллова Таибә Кашап кызы (1942). Карсун районы Нугай иле авылы,
tat137,Turkic,Tatar,Tatar dialectology,999,NA,Нугай иле,Нагаево,54.181389,46.723611,spontaneous,"Һәрбер уголдан күмер алгыч белән йыштырып йереп, «ад'а минем белән!» – дийергә иске ызбадан. Идән уртасы- на куй да күмер алгычны, бар бу ызбага, дир.","Нужно было обойти все углы с кочергой и сказать:
«Пойдём со мной!» — выйти из старого дома, поставить кочергу в середине пола и сказать: «Иди в эту избу».",NA,INF,INF,inf,NA,VP,form,,predicate,modal,necessity,,,0,,no,,,0,no,,,,,,,,,,,Сөйләүче: Әбелхаерова Гөлфия Мөстәким кызы (1975). Карсун районы Нугай иле авылы,
tat138,Turkic,Tatar,Tatar dialectology,999,NA,Аксу (Голышевка),Аксу (Голышевка),54.275278,46.66,spontaneous,"Ботка пешерәмен бер чүлмәккә. Тызсыз пешерәмен. Лаукадан (кибеттән) ал да, йаңы булсын чүлмәгең. ","Варю кашу в одном горшке. Варю без соли. Горшок должен быть новый, купленный в магазине.",NA,juss,juss,,NA,VP,form,,predicate,modal,juss,,,0,,no,,,1,nom,,,,,,,,,,,"Сөйләүчеләр: Фәисканова Таһира Садыйк кызы (1945), Халилюллова Мәсрурә Әдгам кызы (1942). Карсун районы Аксу (Голышевка) авылы",
tat139,Turkic,Tatar,Tatar dialectology,999,NA,Атнагыл,Аллагулово,54.050556,49.570556,spontaneous,Эшәргә (эшләргә) туры килде. ,Пришлось рано работать — с восьми лет,NA,turə kil-,turə kil-,endup,NA,VP,inf_rga,,predicate,modal,necessity,,,0,,no,,,0,no,,,,,,,,,,,"Сөйләүче: Гайнуллина Гилҗиһан Идиятулла кызы (1938).
Мәләкәс районы Атнагыл авылы",
tat140,Turkic,Tatar,Tatar dialectology,999,NA,Атнагыл,Аллагулово,54.050556,49.570556,spontaneous,Мәйетнеке дуwаларын белергә кирәк. ,Нужно знать молитвы для покойника. ,NA,kiräk,kiräk,need,NA,VP,inf_rga,no,predicate,modal,necessity,,,0,,no,,,0,no,,,,,,,,,,,"Сөйләүче: Гайнуллина Гилҗиһан Идиятулла кызы (1938).
Мәләкәс районы Атнагыл авылы",
tat141,Turkic,Tatar,Tatar dialectology,999,NA,Атнагыл,Аллагулово,54.050556,49.570556,spontaneous,"Хатын-кыз эцкә, зирәткә, керегә йарамый.","Женщинам нельзя заходить внутрь могилы, на кладбище, в погребение.",NA,йара,йара,jora,NA,VP,inf_rga,,predicate,modal,necessity,,,1,NEC NEG,no,,,1,nom,,,,,,hum,,,,,"Сөйләүче: Гайнуллина Гилҗиһан Идиятулла кызы (1938).
Мәләкәс районы Атнагыл авылы",
tat142,Turkic,Tatar,Tatar dialectology,999,NA,Филип,Филипповка,53.999722,49.763056,spontaneous," Давай ызбага йасин укытырга кирәк, диде. ",Сказали: надо читать ясин при переезде.,NA,kiräk,kiräk,need,NA,VP,inf_rga,no,predicate,modal,necessity,,,0,,no,,,0,no,,,,,,,,,,,"Сөйләүчеләр: Алаутдинов Зыяфутдин Зиятдин улы (1935),
Алаутдинова Наиля Вәлиулла кызы (1938),
Насирова Мөслимә Гафиулла кызы (1949).
Мәләкәс районы Филип авылы",
tat143,Turkic,Tatar,Tatar dialectology,999,NA,Филип,Филипповка,53.999722,49.763056,spontaneous,Дҗиде бабай кирәк укырга үгә. ,Нужно семь стариков. ,NA,kiräk,kiräk,,NA,NP,N,,predicate,non-modal,need,,,0,,no,,,0,no,,,,,,,,,,,"Сөйләүчеләр: Алаутдинов Зыяфутдин Зиятдин улы (1935),
Алаутдинова Наиля Вәлиулла кызы (1938),
Насирова Мөслимә Гафиулла кызы (1949).
Мәләкәс районы Филип авылы",
tat144,Turkic,Tatar,Tatar dialectology,999,NA,Мөси,Моисеевка,54.041667,49.754444,spontaneous,Алырга кирәк аны.,Обязательно нужно было поднять. ,NA,kiräk,kiräk,need,NA,VP,inf_rga,no,predicate,modal,necessity,,,0,,no,,,0,no,,,,,,,,,,,Сөйләүче: Гиниятуллина Дания Гыйлметдин кызы (1937). Мәләкәс районы Мөси (Моисеевка) авылы ,
tat145,Turkic,Tatar,Tatar dialectology,999,NA,Бакый,Бакый,53.357222,55.356944,spontaneous,Ничек қайтырға моннан. ,Как же вернуться отсюда? ,NA,INF,INF,inf,NA,VP,form,,predicate,modal,necessity,,,0,,yes,del,,0,no,,,,,,,,,,,Бакый авылында Байтимеров Рәфкать Гафият улыннан (1928 елгы) язып алынды,
tat146,Turkic,Tatar,Tatar dialectology,999,NA,Бакый,Бакый,53.357222,55.356944,spontaneous,Йул ыңғайына (юл уңаена) туры килә.,По дороге им было по пути. ,NA,turə kil-,turə kil-,,NA,NA,NA,,predicate,non-modal,lex,,,0,,no,,,0,no,,,,,,,,,,,Бакый авылында Байтимеров Рәфкать Гафият улыннан (1928 елгы) язып алынды,
tat147,Turkic,Tatar,Tatar dialectology,999,NA,Стәрлебаш,Стерлиба́шево ,53.437222,55.258611,spontaneous,Йоды кирәк икән.,"Дед кричал, чтобы в стакан воды капнули три капли — нужен был йод. ",NA,kiräk,kiräk,,NA,NP,N,,predicate,non-modal,need,,,0,,no,,,0,no,,,,,,,,,,,Стәрлебаш авылында Рәмиев Нил Әмирҗан улыннан (1937 елгы) язып алынды ,
tat148,Turkic,Tatar,Tatar dialectology,999,NA,Карагыш,Карагыш,53.295556,55.27,spontaneous,Ул һиҗри йыл белән исәпләнгән булырға кирәк.,"Вероятно, даты указаны по хиджре. ",NA,kiräk,kiräk,need,NA,VP,ptcp + bul-rga,,predicate,modal,necessity,epistemic,,0,,no,,,1,nom,,,,,,inan,,,,,"Карагыш авылында Әхмәтова Нәсимә Абдрахман кызыннан (1946 елгы, тумышы белән Айдарәле авылыннан) язып алынды",
tat149,Turkic,Tatar,Tatar dialectology,999,NA,Яшерган,Яшерганово,53.330278,54.845278,spontaneous,"Қарғалыдан армийа хезмәтенә китәрлек йәшләрне, армийа хезмәтеннән йәшереп, шушын- да шушы таш эшкәртүчене алып килгән йәшереп","Из Каргалов молодых людей, подлежащих призыву в армию, тайно привозили сюда, прятали и обучали обработке камня.",NA,лек,лек,NA,NA,VP,stem,,attribute,modal,necessity,,,0,,no,,,0,no,,,,,,,,,,, Яшерган авылында Әлмөхәммәтов Миңнегазыйм Саниәхмәт улыннан (1937 елгы) язып алынды,
tat150,Turkic,Tatar,Tatar dialectology,999,NA,Бакый,Бакый,53.357222,55.356944,spontaneous,"Кирәк икән – мин экономист, кирәк икән – уқытучы. ","Могу быть экономистом, могу быть учителем.",NA,kiräk,kiräk,need,NA,VP_ellipsis,NA,,predicate,modal,necessity,,,0,,no,,,0,no,,,,,,,,,,,"Бакый авылында Вилданова Ямал Газиз кызыннан (1921 елгы, тумышы белән Стәрлебаш авылыннан) язып алынды ",
tat151,Turkic,Tatar,Tatar dialectology,999,NA,Бакый,Бакый,53.357222,55.356944,spontaneous,"Кирәк икән – мин экономист, кирәк икән – уқытучы. ","Могу быть экономистом, могу быть учителем.",NA,kiräk,kiräk,need,NA,VP_ellipsis,NA,,predicate,modal,necessity,,,0,,no,,,0,no,,,,,,,,,,,"Бакый авылында Вилданова Ямал Газиз кызыннан (1921 елгы, тумышы белән Стәрлебаш авылыннан) язып алынды ",
tat152,Turkic,Tatar,Tatar dialectology,999,NA,Яшерган,Яшерганово,53.330278,54.845278,spontaneous,Йаз көннө (язын) қайын тузын қуптарып алалмыйбыз,Весной нельзя было снимать бересту с берёзы.,NA,ал,ал,,NA,VP,stem,,predicate,modal,possibility,,,0,,no,,,0,no,,,,,,,,,,,Яшерган авылында Галләмова Фәния Абдулла кызыннан (1936 елгы) язып алынды ,
tat153,Turkic,Tatar,Tatar dialectology,999,NA,Яңгырчы,Янгурча,53.564722,55.174722,spontaneous,Қайнап торған майға салсаң да йа- рамый. , Но в кипящее масло сразу класть нельзя. ,NA,йара,йара,jora,NA,VP,prs,,predicate,modal,necessity,,,1,NEC NEG,no,,,0,no,,,,,,,,,,,Яңгырчы авылында Хисамова Зөбәрҗәт Сахау кызыннан (1938 елгы) язып алынды ,
tat154,Turkic,Tatar,Tatar dialectology,999,NA,Яңгырчы,Янгурча,53.564722,55.174722,spontaneous,Әзерәк бер стакан су салырға кирәк қайнап торған майға.,Нужно добавить примерно стакан воды в кипящее масло. ,NA,kiräk,kiräk,need,NA,VP,inf_rga,no,predicate,modal,necessity,,,0,,no,,,0,no,,,,,,,,,,,Яңгырчы авылында Хисамова Зөбәрҗәт Сахау кызыннан (1938 елгы) язып алынды ,
tat155,Turkic,Tatar,Tatar dialectology,999,NA,Яшерган,Яшерганово,53.330278,54.845278,spontaneous,Эчәкне тутырыр алдыннан бик йахшылап өрөгә кирәк – алама җире йуқ микән. ," Перед тем как начинять кишки, их нужно очень хорошо надуть — проверить, нет ли повреждений.",NA,kiräk,kiräk,need,NA,VP,inf_rga,no,predicate,modal,necessity,,,0,,no,,,0,no,,,,,,,,,,,Яшерган авылында Галимова Ләйсән Әхәт кызыннан (1976 елгы) язып алынды ,
tat156,Turkic,Tatar,Tatar dialectology,999,NA,Куганакбаш,Куганакбаш,53.583611,55.368056,spontaneous,Йоласы шулай: сандықны кийәү китерергә тийеш. ,Таков обычай: сундук должен привезти жених. ,NA,tiješ,tiješ,pers,NA,VP,inf_rga,,predicate,modal,necessity,,,0,,no,,,1,nom,,,,,,hum,,,,,Куганакбаш авылында Яхина Хәкимә Тимерхан кызыннан (1961 елгы) язып алынды ,
tat157,Turkic,Tatar,Tatar dialectology,999,NA,Куганакбаш,Куганакбаш,53.583611,55.368056,spontaneous,"Алдан ки- тереп бирә дә, син тутырып итергә (илтергә) тийешсең. ","Он заранее привозит, а ты должна наполнить его и отвезти. ",NA,tiješ,tiješ,pers,NA,VP,inf_rga,,predicate,modal,necessity,,,0,,no,,,1,nom,,,,,,hum,,,,,Куганакбаш авылында Яхина Хәкимә Тимерхан кызыннан (1961 елгы) язып алынды ,
tat158,Turkic,Tatar,Tatar dialectology,999,NA,Куганакбаш,Куганакбаш,53.583611,55.368056,spontaneous,Алай йарамый. ,Так нельзя. ,NA,йара,йара,jora,NA,VP_ellipsis,NA,,predicate,modal,necessity,,,1,NEC NEG,no,,,0,no,,,,,,,,,,,Куганакбаш авылында Ягафарова Рәхилә Низаметдин кызыннан (1936 елгы) язып алынды,
tat159,Turkic,Tatar,Tatar dialectology,999,NA,Куганакбаш,Куганакбаш,53.583611,55.368056,spontaneous,"Ниқахны уқытқанда урам аша чығарға түгел, су аша чығарға түгел. ","Когда читают никах, нельзя переходить через улицу, нельзя переходить через воду. ",NA,INF,INF,inf,NA,VP,form,,predicate,modal,necessity,,,1,NEC NEG,no,,,0,no,,,,,,,,,,,Куганакбаш авылында Ягафарова Рәхилә Низаметдин кызыннан (1936 елгы) язып алынды,
tat160,Turkic,Tatar,Tatar dialectology,999,NA,Куганакбаш,Куганакбаш,53.583611,55.368056,spontaneous,"Ниқахны уқытқанда урам аша чығарға түгел, су аша чығарға түгел. ","Когда читают никах, нельзя переходить через улицу, нельзя переходить через воду. ",NA,INF,INF,inf,NA,VP,form,,predicate,modal,necessity,,,1,NEC NEG,no,,,0,no,,,,,,,,,,,Куганакбаш авылында Ягафарова Рәхилә Низаметдин кызыннан (1936 елгы) язып алынды,
tat161,Turkic,Tatar,Tatar dialectology,999,NA,Куганакбаш,Куганакбаш,53.583611,55.368056,spontaneous,Үскән йортонда ул қыз Қөрән белән чығып китәргә тийеш. ,"Девушка должна выйти из дома, где выросла, с Кораном. ",NA,tiješ,tiješ,pers,NA,VP,inf_rga,,predicate,modal,necessity,,,0,,no,,,1,nom,,,,,,hum,,,,,Куганакбаш авылында Ягафарова Рәхилә Низаметдин кызыннан (1936 елгы) язып алынды,
tat162,Turkic,Tatar,Tatar dialectology,999,NA,Куганакбаш,Куганакбаш,53.583611,55.368056,spontaneous,Үзенең түр башында уқытырга тийеш. ,Читать никах нужно в главном углу её дома.,NA,tiješ,tiješ,pers,NA,VP,inf_rga,,predicate,modal,necessity,,,0,,no,,,0,no,,,,,,,,,,,Куганакбаш авылында Ягафарова Рәхилә Низаметдин кызыннан (1936 елгы) язып алынды,
tat163,Turkic,Tatar,Tatar dialectology,999,NA,Айдарәле,Айдарәле,53.381667,55.027222,spontaneous,Берне генә қунарға йарамый. ,Нельзя ночевать только одну ночь.,NA,йара,йара,jora,NA,VP,inf_rga,,predicate,modal,necessity,,,1,NEC NEG,no,,,0,no,,,,,,,,,,,Айдарәле авылында Сагетдинова Гөлнур Гарифулла кызыннан (1938 елгы) язып алынды,
tat164,Turkic,Tatar,Tatar dialectology,999,NA,Стәрлебаш,Стерлиба́шево ,53.437222,55.258611,spontaneous,Баланны алдында үстерегә кирәк.,Калину нужно выращивать перед домом. ,NA,kiräk,kiräk,need,NA,VP,inf_rga,no,predicate,modal,necessity,,,0,,no,,,0,no,,,,,,,,,,,"Стәрлебаш авылында Гыйлманова Сәлимә Басыйр кызыннан (1937 елгы), Гыйбадуллина Зөлфирә Баян кызыннан (1950 елгы) язып алынды",
tat165,Turkic,Tatar,Tatar dialectology,999,NA,Стәрлебаш,Стерлиба́шево ,53.437222,55.258611,spontaneous,"Күз тимәскә «Собханалла машал- ла», дип әйтергә кирәк.","Чтобы не сглазили, нужно сказать: «Субханаллах, машаллах».",NA,kiräk,kiräk,need,NA,VP,inf_rga,no,predicate,modal,necessity,,,0,,no,,,0,no,,,,,,,,,,,"Стәрлебаш авылында Гыйлманова Сәлимә Басыйр кызыннан (1937 елгы), Гыйбадуллина Зөлфирә Баян кызыннан (1950 елгы) язып алынды",
tat166,Turkic,Tatar,Tatar dialectology,999,NA,Куганакбаш,Куганакбаш,53.583611,55.368056,spontaneous,Таң суwына қойаш чыққанчы барыға кирәк. ,За утренней водой нужно идти до восхода солнца. ,NA,kiräk,kiräk,need,NA,VP,inf_rga,no,predicate,modal,necessity,,,0,,no,,,0,no,,,,,,,,,,,Куганакбаш авылында Ягафарова Рәхилә Низаметдин кызыннан (1936 елгы) язып алынды,
